優先,id,category,探す商品,価格帯,指標,用途,url
B,high-fidelity-earplug,集中・一人時間,高性能耳栓。会話や音楽が自然に聞こえるタイプ,3000-6000,I;S,self,https://www.amazon.co.jp/%E3%83%AC%E3%83%83%E3%83%89%E2%80%A2%E3%83%89%E3%83%83%E3%83%88%E8%B3%9E%E5%8F%97%E8%B3%9E%E3%80%91%E8%80%B3%E6%A0%93-%E5%AE%8C%E5%85%A8%E9%81%AE%E9%9F%B3%E3%80%90%E8%AA%8D%E5%AE%9A%E8%81%B4%E8%A6%9A%E4%BF%9D%E8%AD%B7%E5%85%B7%E3%80%91DJcong-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%98%E3%83%83%E3%83%89%E3%83%9B%E3%83%B3-%E3%81%84%E3%81%B3%E3%81%8D%E3%81%A0%E3%81%91%E8%81%9E%E3%81%93%E3%81%88%E3%81%AA%E3%81%84%E8%80%B3%E6%A0%93/dp/B0FL1BH9VM?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3O79P6TH5KQ01&dib=eyJ2IjoiMSJ9.2VHF6x_57jNem7PTMLKVaeIZ14lrfDPCE92DTuFePdqohoVMcTo2ZymyehN3bHAIx4xz0wGUN4jto5sUJ7FY_GdWXT_rsHVjzrCG5e_kqKKtlsYJEGzz-fbg84AzB-r3ItcCdS5ajBS3hqBINUbOaE3GokFKmP7Z7x74JoSfwjxaq1vrRupPY3ePB8NM3kcVZmTDaOWUygoYVJIK0WJK9PjTBU4UFqJV_1SVhgiBvjxdvNifG8pUHeF2YoyFw9cezis3ZWe_8lCP-ySjAjSLHc8ssEuv-X7bF0WAJWwYhkw.0TuapTSDE2XEDDjGtYrv5RylzVjPzjbbBTLTGCtohsk&dib_tag=se&keywords=%E9%AB%98%E6%80%A7%E8%83%BD%E8%80%B3%E6%A0%93%E3%80%82%E4%BC%9A%E8%A9%B1%E3%82%84%E9%9F%B3%E6%A5%BD%E3%81%8C%E8%87%AA%E7%84%B6%E3%81%AB%E8%81%9E%E3%81%93%E3%81%88%E3%82%8B%E3%82%BF%E3%82%A4%E3%83%97&qid=1785905751&refinements=p_72%3A82411051&rnid=82409051&sprefix=%E9%AB%98%E6%80%A7%E8%83%BD%E8%80%B3%E6%A0%93%2B%E4%BC%9A%E8%A9%B1%E3%82%84%E9%9F%B3%E6%A5%BD%E3%81%8C%E8%87%AA%E7%84%B6%E3%81%AB%E8%81%9E%E3%81%93%E3%81%88%E3%82%8B%E3%82%BF%E3%82%A4%E3%83%97%2Caps%2C200&sr=8-6&th=1&linkCode=ll2&tag=soleon-22&linkId=5a2ee96ed318d3fb1b9127c48e326dd8&ref_=as_li_ss_tl
B,footrest,集中・一人時間,フットレスト。デスク下で姿勢を保つもの,3000-8000,I;S,self,https://www.amazon.co.jp/Baiinin-%E3%83%95%E3%83%83%E3%83%88%E3%83%AC%E3%82%B9%E3%83%88-%E3%80%90%E6%95%B4%E4%BD%93%E5%B8%AB%E7%9B%A3%E4%BF%AE-%E8%86%9D%E3%83%BB%E8%B6%B3%E9%A6%96%E3%81%AE%E8%B2%A0%E6%8B%85%E8%BB%BD%E6%B8%9B%E3%80%91-%E3%83%AA%E3%83%A2%E3%83%BC%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF/dp/B0FM7N5RM2?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3O6O0G3V8O125&dib=eyJ2IjoiMSJ9.IC-3SNEyv6GsksJXE7iAJqsR4VGrqjakEm4Tx9K2gGRQy12ORcsiJTFA81rul_DoMplMML1UxgHTFJMbvMw69XhwujEGEauKzflCU687efVSaFQFBOMZSZPzoxUI1aixzdGUevqqn-dgWj6ounH5kyGl2i1pLaSlJHzxeHvVVkdrEgRlscvregqjncGv7MBHS617UviQY1YYQKy0HJHc2zFjdwe9kdNVYIm3DZMpVS5n5pnARRcs8y_uxGEqUyhSVJNKMlqkqZUG6qcZcuGqV8e4E_ORld9IPWF3gYf4iRQ.epidvICuGRG__T7LJhlOiUnJF00osS4Pkf5l5Pp-oSI&dib_tag=se&keywords=%E3%83%95%E3%83%83%E3%83%88%E3%83%AC%E3%82%B9%E3%83%88%E3%80%82%E3%83%87%E3%82%B9%E3%82%AF%E4%B8%8B%E3%81%A7%E5%A7%BF%E5%8B%A2%E3%82%92%E4%BF%9D%E3%81%A4%E3%82%82%E3%81%AE&qid=1785905773&refinements=p_72%3A89710051&rnid=89709051&sprefix=%E3%83%95%E3%83%83%E3%83%88%E3%83%AC%E3%82%B9%E3%83%88%2B%E3%83%87%E3%82%B9%E3%82%AF%E4%B8%8B%E3%81%A7%E5%A7%BF%E5%8B%A2%E3%82%92%E4%BF%9D%E3%81%A4%E3%82%82%E3%81%AE%2Caps%2C244&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=e135ece6003d1f511793af378cdd054e&ref_=as_li_ss_tl
B,bath-salt-gift,香り・リラックス,入浴剤のギフトセット。個包装で複数種類,3000-6000,F;S,gift,https://www.amazon.co.jp/%E3%80%90Amazon-co-jp%E9%99%90%E5%AE%9A%E3%80%91-%E6%97%85%E3%81%AE%E5%AE%BF-%E8%A9%B0%E3%82%81%E5%90%88%E3%82%8F%E3%81%9B-%E3%81%AB%E3%81%94%E3%82%8A%E6%B9%AF-%E5%8C%BB%E8%96%AC%E9%83%A8%E5%A4%96%E5%93%81/dp/B0DHTBKT24?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&content-id=amzn1.sym.5766c429-93d1-4bd4-88e3-63cf1ad3d1ce%3Aamzn1.sym.5766c429-93d1-4bd4-88e3-63cf1ad3d1ce&crid=KR43O3BKU3GL&cv_ct_cx=%E5%85%A5%E6%B5%B4%E5%89%A4%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88%E3%80%82%E5%80%8B%E5%8C%85%E8%A3%85%E3%81%A7%E8%A4%87%E6%95%B0%E7%A8%AE%E9%A1%9E&keywords=%E5%85%A5%E6%B5%B4%E5%89%A4%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88%E3%80%82%E5%80%8B%E5%8C%85%E8%A3%85%E3%81%A7%E8%A4%87%E6%95%B0%E7%A8%AE%E9%A1%9E&pd_rd_i=B0DHTBKT24&pd_rd_r=d21db139-a3b2-4a14-9630-b97a758940dd&pd_rd_w=GBxSp&pd_rd_wg=VYhyk&pf_rd_p=5766c429-93d1-4bd4-88e3-63cf1ad3d1ce&pf_rd_r=N56EAJQQRWQNW98DJ3T0&qid=1785905798&refinements=p_72%3A82381051&rnid=82379051&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%E5%85%A5%E6%B5%B4%E5%89%A4%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88%2B%E5%80%8B%E5%8C%85%E8%A3%85%E3%81%A7%E8%A4%87%E6%95%B0%E7%A8%AE%E9%A1%9E%2Caps%2C198&sr=1-2-c0900fc6-21a1-47f2-a93f-b57a4e3ad6bc-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1&linkCode=ll2&tag=soleon-22&linkId=5f0cc4348fb0809aa0d5360711df72cf&ref_=as_li_ss_tl
B,weighted-blanket,香り・リラックス,ウェイトブランケット（重い毛布）。安眠用,8000-15000,I;S,self,https://www.amazon.co.jp/YnM-%E3%82%A6%E3%82%A7%E3%82%A4%E3%83%88%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B1%E3%83%83%E3%83%88-%E5%8A%A0%E9%87%8D%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B1%E3%83%83%E3%83%88-203%E3%82%BB%E3%83%B3%E3%83%819%E3%82%AD%E3%83%AD-72-5-86%E3%82%AD%E3%83%AD/dp/B078V8WQBB?content-id=amzn1.sym.9bf88710-a743-4902-9bfc-d0425f65245f%3Aamzn1.sym.9bf88710-a743-4902-9bfc-d0425f65245f&cv_ct_cx=%E3%82%A6%E3%82%A7%E3%82%A4%E3%83%88%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B1%E3%83%83%E3%83%88%EF%BC%88%E9%87%8D%E3%81%84%E6%AF%9B%E5%B8%83%EF%BC%89%E3%80%82%E5%AE%89%E7%9C%A0%E7%94%A8&keywords=%E3%82%A6%E3%82%A7%E3%82%A4%E3%83%88%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B1%E3%83%83%E3%83%88%EF%BC%88%E9%87%8D%E3%81%84%E6%AF%9B%E5%B8%83%EF%BC%89%E3%80%82%E5%AE%89%E7%9C%A0%E7%94%A8&pd_rd_i=B078V8WQBB&pd_rd_r=b5abe3d2-e7b0-44fb-acba-4984e47efe6c&pd_rd_w=mANqX&pd_rd_wg=ChPbV&pf_rd_p=9bf88710-a743-4902-9bfc-d0425f65245f&pf_rd_r=Q0PZCMPERZSXDS1X49HM&qid=1785905825&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-4-6c02463e-e96e-4fdb-91c8-e326f266380f-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1&linkCode=ll2&tag=soleon-22&linkId=1415727ba75c3f459f5492bda0d077b5&ref_=as_li_ss_tl
B,pillow-mist,香り・リラックス,ピローミスト・スリープスプレー,3000-6000,I;F,gift,https://www.amazon.co.jp/OPTATUM-Pillow-Sleep-%E3%83%94%E3%83%AD%E3%83%BC%E3%83%9F%E3%82%B9%E3%83%88-%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%97%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%BA/dp/B0FRLW18RV?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2RM9F8ZHGVLMS&dib=eyJ2IjoiMSJ9.K8X4LLScJUC8gt-l7m5EAriz4h8vm_IzXeL2Dr5lyqaGl3CEZHi3VBxNaShxN2b7JExRhn0iH6JFJOAVDPaKPjUkXwqS6iM-5p9eM9_b3KGO6ePoTSfdDDqJZsG9Dy574hJBSkFuUn29in9a-8gjKK-HUYcMrFh1SLAQ2PK5ZcNNnO79OSr-c8DSVNVm-8yFGSlfLWeEo83ogTvsbBLK_TkPmd07-NN0m4l2GDVlFjoyMNzlro7ArO9JgER_19TTOTE28oDd3Thm9BBmJl5QXi01y53N7jKvudiZ5x5S8S4.qrBs-MkuJqdFbiN0Hp3Inyi0WCVEX3cECKJUj0urRHU&dib_tag=se&keywords=%E3%83%94%E3%83%AD%E3%83%BC%E3%83%9F%E3%82%B9%E3%83%88%E3%83%BB%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%97%E3%82%B9%E3%83%97%E3%83%AC%E3%83%BC&qid=1785905884&refinements=p_72%3A82417051&rnid=82415051&s=home&sprefix=%E3%83%94%E3%83%AD%E3%83%BC%E3%83%9F%E3%82%B9%E3%83%88%2B%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%97%E3%82%B9%E3%83%97%E3%83%AC%E3%83%BC%2Ckitchen%2C179&sr=1-8&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&th=1&linkCode=ll2&tag=soleon-22&linkId=b2d98ace903459d9893397409b27a423&ref_=as_li_ss_tl
B,fountain-pen,文具・ノート,万年筆。入門〜中級で書きやすいもの,5000-15000,J;F,gift,https://www.amazon.co.jp/Lanxivi-%E9%BB%92%E3%81%8D%E6%A3%AE%E4%B8%87%E5%B9%B4%E7%AD%86%E6%A5%B5%E7%B4%B0%E5%AD%97-%E9%87%91%E5%B1%9E%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9-Hongdian/dp/B07ZXFSZTV?content-id=amzn1.sym.310f460d-8967-4b39-b328-3137b82e001f%3Aamzn1.sym.310f460d-8967-4b39-b328-3137b82e001f&cv_ct_cx=%E4%B8%87%E5%B9%B4%E7%AD%86%E3%80%82%E5%85%A5%E9%96%80%E3%80%9C%E4%B8%AD%E7%B4%9A%E3%81%A7%E6%9B%B8%E3%81%8D%E3%82%84%E3%81%99%E3%81%84%E3%82%82%E3%81%AE&keywords=%E4%B8%87%E5%B9%B4%E7%AD%86%E3%80%82%E5%85%A5%E9%96%80%E3%80%9C%E4%B8%AD%E7%B4%9A%E3%81%A7%E6%9B%B8%E3%81%8D%E3%82%84%E3%81%99%E3%81%84%E3%82%82%E3%81%AE&pd_rd_i=B07ZXFSZTV&pd_rd_r=bab1db19-1e0c-4d9f-838b-e3ab295cc42e&pd_rd_w=OZPB3&pd_rd_wg=ruENb&pf_rd_p=310f460d-8967-4b39-b328-3137b82e001f&pf_rd_r=8KNEZ135TF82WDN8PJGQ&qid=1785905907&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-31b4d88c-9469-4979-8501-615ab9499b3e-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm&th=1&linkCode=ll2&tag=soleon-22&linkId=53804d10a7fd552c865f797c12ccf2e1&ref_=as_li_ss_tl
B,leather-pen-case,文具・ノート,レザーのペンケース,4000-10000,J;F,gift,https://www.amazon.co.jp/%E4%BA%80%E7%99%BB%E9%9E%84%E8%A3%BD%E4%BD%9C%E6%89%80-%E3%81%BA%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E7%89%9B%E9%9D%A9%E3%81%AE%E6%9C%80%E8%A1%A8%E9%9D%A2%E3%81%AE%E3%81%BF%E3%81%A7%E4%BD%9C%E3%82%89%E3%82%8C%E3%81%9F%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-YKK%E3%83%95%E3%82%A1%E3%82%B9%E3%83%8A%E3%83%BC%E6%8E%A1%E7%94%A8-%E3%83%AC%E3%82%B6%E3%83%BC%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9/dp/B0B4DQ25T9?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=QC1N3HO562FY&dib=eyJ2IjoiMSJ9.7LzahWCuu9NhYA0kHaz9F-XonKibjhh2P4oN4H0q506oWjVsA-ZH57-LgsgIssQW_r0u4-LOLSO2Vyr-x6FGO2lLWBrjxG1Qielsf88_LEzSeegjp67W6AnGIrDOW8lIXbJMi5l7-BadwnlxY0wVjUxhs1uLi1aGnczn_gZXU8sKJF2CGQgQMoKJQ3S9D1sI-IXaPqTWDe72Crlo3GOXCL1D4rzTVolF9RSFd2deI3HHFIEi2khW05cYI7g7_0SjMHml6ARbI4cla27MZFqVdzrmPHF3JDo8Q40QaNrwb_0.K6EqOMnX-atDimb8IztZLh2l1jeFe9oJ-zBcs7CbNFs&dib_tag=se&keywords=%E3%83%AC%E3%82%B6%E3%83%BC%E3%81%AE%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9&qid=1785905933&s=office-products&sprefix=%E3%83%AC%E3%82%B6%E3%83%BC%E3%81%AE%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9%2Coffice-products%2C182&sr=1-1-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=af97d8d64baa0de16c7d3512652ea698&ref_=as_li_ss_tl
B,stamp-set,文具・ノート,手帳デコ用のスタンプ・はんこセット,3000-6000,P;F,gift,https://www.amazon.co.jp/%E6%9C%A8%E8%A3%BD%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%97-42%E5%80%8B%E3%82%BB%E3%83%83%E3%83%88-%E6%95%B0%E5%AD%97%EF%BC%86%E6%9B%9C%E6%97%A5-%E3%83%87%E3%82%B3%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%97-%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9%E5%85%A5%E3%82%8A/dp/B0DSBK178Q?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=HPSGX3YJP75I&dib=eyJ2IjoiMSJ9.WjlataSlFmQhiJuRqA467c6LB58b68CZ66K7na0yva5gHAN4qibsEVBiX_AAihQHEzJ-AhJQFH_9yTN1TJX4NC-ySmIIbQiGgPpdSBdPNN3nAcdHt-XwrcB_n0yxVlM2uqhc4VjAYlvPn156YBhY-N0y_C_KCPEi34MPA0zBQX2daqO4hUMcqlXB8x6EpTIXj7647i3TEmDaL6HsxaNCEjh7CFj4xF9A0UPOwuiJ3unB3kpOYDmtnFgkRSYhj26QniI-iKvAcZSCgB22sq3fXRJau-EZ43X35Q9Brl5hqKk.0nk6_XeiKL2E_rHkgFijizdjJYAiN1-_hc_jKKKbXfg&dib_tag=se&keywords=%E6%89%8B%E5%B8%B3%E3%83%87%E3%82%B3%E7%94%A8%E3%81%AE%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%97%E3%83%BB%E3%81%AF%E3%82%93%E3%81%93%E3%82%BB%E3%83%83%E3%83%88&qid=1785905951&s=office-products&sprefix=%E6%89%8B%E5%B8%B3%E3%83%87%E3%82%B3%E7%94%A8%E3%81%AE%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%97%2B%E3%81%AF%E3%82%93%E3%81%93%E3%82%BB%E3%83%83%E3%83%88%2Coffice-products%2C188&sr=1-2&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&th=1&linkCode=ll2&tag=soleon-22&linkId=95bd8c813c250ed5154a0055cc7d53ff&ref_=as_li_ss_tl
B,desk-organizer,文具・ノート,デスク上の文具収納・ペンスタンド,3000-8000,J;S,self,https://www.amazon.co.jp/%EF%BC%B6lando-%E3%83%87%E3%82%B9%E3%82%AF%E3%82%AA%E3%83%BC%E3%82%AC%E3%83%8A%E3%82%A4%E3%82%B6%E3%83%BC-%E5%8D%93%E4%B8%8A%E5%8F%8E%E7%B4%8D-%E3%83%9A%E3%83%B3%E7%AB%8B%E3%81%A6-%E3%83%AA%E3%83%A2%E3%82%B3%E3%83%B3%E3%83%A9%E3%83%83%E3%82%AF/dp/B08ZSJZ9DF?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1K4HQLWUHUCYD&dib=eyJ2IjoiMSJ9.vbAbHDdC66KE3qNwv8CLdx6YFanvxJERSCDgX0C2GAHajn0nf0ZIoRqUVyW0bTawPRCCeOwEpR_jGMRjlJ5Wc405o_2mzltMCOxLFOyX1e01CbFNdG0992acsZjDQjoFkJIgJzmp1CMMExDyISJxsZBcMoBrk_2Mm-ZMduMTYEOjrYR1tVRews6RJpvq6ihniladlwQN-D9QTBhLB1JuqWY-f_f7QZGoNwELs10f95CRR9VS1Jgwv0uaVj_93W-haVwjYgj0yTd78qnhsckYEETN9S2ZmDOhqpst4KOFrZ0.nQqjj5cZaxRJ28xV-EYgLKOFapNmYSATWc60KkZ_OJE&dib_tag=se&keywords=%E3%83%87%E3%82%B9%E3%82%AF%E4%B8%8A%E3%81%AE%E6%96%87%E5%85%B7%E5%8F%8E%E7%B4%8D%E3%83%BB%E3%83%9A%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89&qid=1785905993&refinements=p_72%3A89710051&rnid=89709051&s=office-products&sprefix=%E3%83%87%E3%82%B9%E3%82%AF%E4%B8%8A%E3%81%AE%E6%96%87%E5%85%B7%E5%8F%8E%E7%B4%8D%2B%E3%83%9A%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89%2Coffice-products%2C206&sr=1-1-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=7379593855bf91d7a415222ec3683e80&ref_=as_li_ss_tl
B,book-stand,本・知的好奇心,ブックスタンド。本を開いたまま固定できるもの,3000-8000,N;T,self,https://www.amazon.co.jp/viozon-%E3%83%96%E3%83%83%E3%82%AF%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89-360%E5%BA%A6%E5%9B%9E%E8%BB%A2%E5%BC%8F%E5%8F%B0%E5%BA%A7-%E7%84%A1%E9%9A%8E%E6%AE%B5%E9%AB%98%E3%81%95%E8%AA%BF%E7%AF%80-%E6%8C%81%E3%81%A1%E9%81%8B%E3%81%B3%E3%82%84%E3%81%99%E3%81%84/dp/B0D315FQ34?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1T1BTJ1388RC7&dib=eyJ2IjoiMSJ9.YCxEhFXozMWd32IQktNjTcAGAqTuJ23bu7Znd2zMC1jlauA-6WPApYcZ5c2Lm9w3bparK37VUqP0xKFw-zGBPcdSsbviLP3MCXwwJcEOe4Qm7NikYRJ6x6NdWCUcEj81hTmTmZ5ETrHK9X1qssRAf_FYVh3-TCFjQde3LUkWlaSNHiGOO_lEP1S6LqrcRfWUTZRcfmUYch-XSqKTzpey1yhMToqztP4LkEkFBW88KwwPJOIykctk1Qc-g6vMhRelSj8p0MT7fyEc7HxHwXwpbeorIpAuxIOz3UdWeVneWKM.tkyLiOvAjjHhT6H1yJ0JZGsVjefzDY6HnjIVrvuLffo&dib_tag=se&keywords=%E3%83%96%E3%83%83%E3%82%AF%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89%E3%80%82%E6%9C%AC%E3%82%92%E9%96%8B%E3%81%84%E3%81%9F%E3%81%BE%E3%81%BE%E5%9B%BA%E5%AE%9A%E3%81%A7%E3%81%8D%E3%82%8B%E3%82%82%E3%81%AE&qid=1785906011&refinements=p_72%3A89710051&rnid=89709051&s=office-products&sprefix=%E3%83%96%E3%83%83%E3%82%AF%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89%2B%E6%9C%AC%E3%82%92%E9%96%8B%E3%81%84%E3%81%9F%E3%81%BE%E3%81%BE%E5%9B%BA%E5%AE%9A%E3%81%A7%E3%81%8D%E3%82%8B%E3%82%82%E3%81%AE%2Coffice-products%2C182&sr=1-1-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=68672029f5869ef59dfc70b9cb38ad7e&ref_=as_li_ss_tl
B,clip-book-light,本・知的好奇心,クリップ式の読書灯,3000-6000,N;I,self,https://www.amazon.co.jp/Glocusent-%E3%83%99%E3%83%83%E3%83%89%E3%81%AE%E8%AA%AD%E6%9B%B8%E3%81%AE%E3%81%9F%E3%82%81-%E3%82%AF%E3%83%AA%E3%83%83%E3%83%97%E3%82%AA%E3%83%B3LED%E3%83%AA%E3%83%BC%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%A4%E3%83%88-3%E3%81%A4%E3%81%AE%E8%89%B2%E6%B8%A9%E5%BA%A6%E3%81%A85%E3%81%A4%E3%81%AE%E6%98%8E%E3%82%8B%E3%81%95%E8%AA%BF%E7%AF%80%E5%8F%AF%E8%83%BD-%E5%B0%8F%E5%9E%8B%E3%81%A7%E8%80%90%E4%B9%85%E6%80%A7%E3%81%8C%E3%81%82%E3%82%8A/dp/B0DWSNHJFQ?dib=eyJ2IjoiMSJ9.UaTs_mGZo3X6RF01VsnmXfxSz3h7a6IRFo5bVXLelY4pyAl9XnDGYLcoBx5N6TQlRv9vgZmBlbtw2pQPk6YJJ8_CwqVfr4CzbDNIELnG3_pXYhNRHQgVPR_PRojFIHA61m5MZSro0uPnQzh4VEseQ7tP8cGH6_IgoBsldPUQmDFrIFaimF5gaLeASzjuQLZhAOIOmp0QvNI9uMQwbSBRrztauITCLkNbB_jnYrCFqJVo9LrMpp5JHCiaNAyl7uXH-ngH8wRbSaMgVrlqHmZ-XLwiO-9qaZWwDOqNKqsXqBU.o_pT_ezvypXg_tRHax8j4YMrTfxXwIwC-zUFacCl3ds&dib_tag=se&keywords=%E3%82%AF%E3%83%AA%E3%83%83%E3%83%97%E5%BC%8F%E3%81%AE%E8%AA%AD%E6%9B%B8%E7%81%AF&qid=1785906026&sr=8-2-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=b329bdd1e2980dd83a9aaff79893eaef&ref_=as_li_ss_tl
B,puzzle-3d,本・知的好奇心,立体パズル・大人向けの組み立てキット,3000-8000,N;P,gift,https://www.amazon.co.jp/ROKR-3D%E7%AB%8B%E4%BD%93%E3%83%91%E3%82%BA%E3%83%AB-%E6%9C%A8%E8%A3%BD%E3%83%91%E3%82%BA%E3%83%AB-%E3%83%AC%E3%83%BC%E3%82%B6%E3%83%BC%E3%82%AB%E3%83%83%E3%83%88-%E6%A9%9F%E6%A2%B0%E5%BC%8F%E3%83%A2%E3%83%87%E3%83%AB%E7%B5%84%E3%81%BF%E7%AB%8B%E3%81%A6%E3%82%AD%E3%83%83%E3%83%88/dp/B08P77QKV5?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3V99EAHJZ97N3&dib=eyJ2IjoiMSJ9.1vAPuvmPqbGbTlBIL3CcxShcrnPJJVtftcJkYCDiMog5SvXtLriUFFSAuHwGBgbSGhhEm6XqThGcTZNTAx3f8anMVyLILlRRWut4RdEpaYIkOZu98qopx5-mVlACUI0ITa_SSaI9L_oirl0m5eYGxxNZVy0g6O6K8YCO-s7-nMm-OTNdFFBeDyRO2ewrJ3B1Fo5Qp9UIVvK2vcfOmTCxtdlvrl6HpG4KNZMshi1pMra0QXO8PJhDZ1gwwPYFP6qZpWyCmnxhfdJX06NqjSHPE0IaXzUws0o5Ebk2gQMQkM8.u2HIavIn1nOsBELVrFZcYMo1sHQMzWVgrBONY2YU5Ts&dib_tag=se&keywords=%E7%AB%8B%E4%BD%93%E3%83%91%E3%82%BA%E3%83%AB%E3%83%BB%E5%A4%A7%E4%BA%BA%E5%90%91%E3%81%91%E3%81%AE%E7%B5%84%E3%81%BF%E7%AB%8B%E3%81%A6%E3%82%AD%E3%83%83%E3%83%88&qid=1785906060&refinements=p_72%3A82441051&rnid=82439051&sprefix=%E7%AB%8B%E4%BD%93%E3%83%91%E3%82%BA%E3%83%AB%2B%E5%A4%A7%E4%BA%BA%E5%90%91%E3%81%91%E3%81%AE%E7%B5%84%E3%81%BF%E7%AB%8B%E3%81%A6%E3%82%AD%E3%83%83%E3%83%88%2Caps%2C225&sr=8-1-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=294962d598c2e0fb5a1c3c44a4a1a345&ref_=as_li_ss_tl
B,science-kit,本・知的好奇心,大人向けのサイエンス・実験キット,4000-10000,N;T,gift,
